,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
79788,58182.0,-1.330769867,0.484582968,1.033038752,-0.116150728,0.702949033,1.709175489,-0.352348015,1.278445462,-0.264735007,-0.675514172,1.148450122,0.554399374,-1.512001442,0.713509672,0.112278978,-1.208122937,1.142909427,-1.659406984,-0.749692383,-0.119176179,0.020413774,0.122555981,-0.002666083,-1.360385631,-0.340525241,0.374899828,0.256462414,0.029820518,10.82,0
284579,172574.0,-0.820248098,1.830673049,0.90369462,1.871790026,1.389555862,-0.608223368,1.765530105,-0.306297687,-2.04221607,0.557589535,-1.211622407,-0.321514647,0.381480279,0.188981501,-1.573052157,1.239716013,-1.43404935,-0.766649787,-2.770662253,-0.358306771,-0.0361125,-0.379940772,-0.131772547,-0.023083588,-0.111448141,-0.50604011,-0.21277468,0.162057348,18.96,0
58209,48280.0,1.096558978,0.130960491,-0.165137973,1.020710397,0.893984206,1.486126345,-0.051358151,0.41253797,0.108572708,-0.187152642,-0.212922302,0.38363352,-0.335781814,0.38154129,1.143958922,-1.471854216,0.904778137,-2.176046633,-1.470982101,-0.305585382,0.044237453,0.438021134,-0.082245196,-1.49065119,0.591297099,-0.097510218,0.078846312,-0.007378015,1.0,0
12315,21554.0,1.28228035,0.707468544,0.056567469,1.298413437,0.223179802,-1.117798075,0.543650526,-0.507444729,0.816060454,-0.361630144,0.800586906,-1.622691992,2.891647331,1.748512662,-0.193386523,-0.305474477,0.348195707,-0.251400107,-0.464728091,-0.119455851,-0.133500893,-0.016287328,-0.14786883,0.379835877,0.872219014,-0.339193826,-0.026319032,0.007124799,0.89,0
281859,170473.0,-1.217692039,0.560037271,1.787478738,1.000849761,0.416974953,0.596135775,0.517970216,0.245693283,-0.15021898,-0.227700312,0.19516572,0.962717796,0.025518407,-0.239400818,-1.429947333,-0.6742164,0.02631396,-0.120427473,1.674775924,0.15121974,-0.522582019,-1.20546286,-0.1810113,-0.447342335,0.402681766,-0.787014856,0.276872349,0.131432494,79.95,0
102446,68207.0,-13.19267096,12.78597064,-9.906650021,3.320336883,-4.801175932,5.760058556,-18.75088916,-37.35344264,-0.391539744,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-0.226074451,-6.211557482,-6.248145353,-3.149246695,0.051576119,-3.493049915,27.20283916,-8.887017141,5.303606904,-0.639434802,0.263203123,-0.10887693,1.269566355,0.939407363,1.0,1
43379,41485.0,-7.446710292,4.629210184,-5.971012514,1.244151608,-4.660250708,-1.689393727,-2.701305026,4.80701572,-0.324189875,0.796648757,-2.092754695,1.716352619,0.288290593,3.656128055,0.57933836,0.915840624,1.775739546,0.1968523,-0.043656995,-0.069896145,0.198003415,-0.001402388,-0.127709592,0.416389321,-0.067486358,-0.374063272,0.236194977,-0.060491191,99.99,0
73373,55105.0,1.182898284,-0.283272748,1.123493776,0.066948021,-1.283275585,-0.900451318,-0.441869562,-0.150646731,0.784691162,-0.44001619,0.048261438,1.280371416,1.26753914,-0.61257398,0.011450933,-0.213948725,0.139330209,-0.728218443,0.080393848,0.040401948,0.082278416,0.491790372,-0.025467589,1.078368068,0.258355114,1.415871479,-0.060454119,0.014606352,22.71,0
198419,132487.0,-7.22409828,-8.41084472,-3.082736005,0.325983682,-6.566968788,3.669917488,8.848478267,-2.019883689,-0.625974076,-1.160535022,-0.654429587,-1.325438304,1.006876278,-1.311618063,0.083665569,2.410317627,-0.461732915,-1.497907066,1.380090456,-3.274816542,-1.639016081,0.263775088,5.245620243,0.781251885,0.941391116,-0.313058302,2.587051183,-1.138522674,2297.74,0
276071,166883.0,2.091900188,-0.757459362,-1.192257634,-0.755458093,-0.620323626,-0.322077027,-1.082510657,0.117199962,-0.140926652,0.249310803,1.338317546,-0.32975934,-0.363591189,-1.824839105,-0.229678514,1.842346923,1.194211714,0.037466658,0.423099369,0.037437544,0.28825272,0.83193931,0.142006991,0.592614974,-0.196143145,-0.136676262,0.020182365,-0.015469705,19.95,1
150427,93327.0,2.055451405,-0.014558121,-0.943644911,0.621763683,-0.12123639,-1.104150823,0.014398323,-0.336826948,1.965987937,-0.278493382,0.098049431,-2.543766789,0.768417597,1.901173259,-0.547837461,-0.149314755,0.55386475,-0.570852934,-0.122759677,-0.333255651,-0.444485891,-0.938092351,0.369726838,-0.099743129,-0.368154563,0.165564873,-0.100416998,-0.068878278,1.98,0
164385,116677.0,-1.808219751,0.699659486,0.335927804,-2.403258215,-1.139138155,-0.241849798,-0.757205994,0.873404269,-0.710734801,0.204274994,-0.052315717,-0.516023836,-0.897235183,0.189670253,-1.08338636,1.802298074,-0.098479567,-0.390840103,0.143906942,-0.303236495,0.502340085,1.03820174,-0.210865722,-0.391917601,-0.002283847,-0.212884194,-0.537003289,0.027103899,29.95,0
182247,125319.0,-0.779878085,1.139474164,2.914510682,4.199791747,-0.249954665,1.811689604,-0.221740813,0.385336751,-0.784540872,1.884262887,-1.468107531,-1.605192452,-0.717552341,-0.534002062,1.622326268,0.597635844,-0.267420333,1.096173908,0.906331508,0.558837492,0.070931871,0.600137113,-0.193747885,0.540861625,0.05029779,0.522561234,0.358510744,0.007148245,51.78,0
140680,83868.0,-0.734777918,1.255551416,0.903685165,0.987274243,-0.752254791,1.031704239,-1.517937077,-3.830720318,0.523230214,0.184609024,-1.57391342,-0.681821535,-1.721626399,0.456593536,0.99274859,-0.444395233,0.755648478,0.01901304,2.114548286,-0.742268675,3.392704405,-2.426859402,0.05304164,-0.501138154,1.162160835,0.770559974,0.241234146,0.168067052,29.69,0
27100,34387.0,-0.200346951,2.003649731,-0.704268466,1.037981267,1.386416466,-1.76561974,1.463079633,-0.358185808,-1.023852959,-1.930105931,0.67025401,-0.520755135,0.264340309,-3.544557665,0.698164541,0.888636468,2.659247972,1.467474982,-0.704856317,0.024979173,-0.057702341,-0.054926934,-0.247655688,0.064238105,-0.238880792,-0.447547321,0.217728306,0.264141466,0.79,0
80894,58702.0,1.238482011,-0.170254355,0.182433922,-0.297313762,-0.348282844,-0.208082475,-0.31466051,0.156975972,0.23968669,-0.019970499,1.149848436,0.071369213,-1.457612728,0.741518772,0.877451829,0.326512553,-0.309150164,-0.159112758,0.136849536,-0.179847495,-0.070796591,-0.25570687,0.042408894,-0.276902701,0.131122898,0.997984123,-0.081148386,-0.01677747,0.77,0
164122,116470.0,-2.684872549,-1.791005337,0.678588292,-2.056535136,-0.353175195,0.472789803,0.745967645,0.034355249,-0.529652268,0.182112909,0.081883873,-0.831620939,-1.013075317,-0.488767119,-1.323990906,1.655314915,-0.342222182,-0.962657502,0.858595511,0.014409948,-0.399600855,-0.947279119,-0.551343093,0.192593328,0.387110058,-0.615498215,-0.219587659,-0.515456811,323.06,0
220746,142288.0,-5.206439047,4.659199383,-3.849148815,-2.06555966,-0.509571778,-1.422270367,0.253460876,1.214246535,2.424294689,4.507977186,0.558897412,0.403339522,-1.641865062,0.878219196,-0.464196428,-0.441188321,-0.190281937,0.052232792,-0.419614894,1.614357817,-0.091960738,0.487485807,0.197728375,0.64731177,0.551704421,0.10285263,1.491718278,1.210146025,7.32,0
74174,55455.0,1.077533173,-1.310824486,0.702149665,-0.590659142,-1.194270141,0.940413067,-1.191477227,0.394975633,-0.08591695,0.549586483,0.107152715,0.218043375,-0.40272374,-0.22526443,-0.156475577,-1.146935362,-0.083885412,1.460208162,-0.374743523,-0.300780614,-0.390922476,-0.750809593,-0.045726559,-0.831284097,-0.004112342,0.817121994,-0.005327938,0.020016677,120.0,0
139593,83243.0,-1.259506682,1.252882957,1.177138602,0.267778728,0.00674873,-0.105755478,0.534105523,-0.318415894,0.124053794,0.429000273,-0.21149633,0.584444562,0.851814993,-0.418835222,0.570344674,-0.864759262,0.300185617,-1.022342424,0.60185202,-0.133409288,0.042638942,-0.029611663,0.030506312,0.136371151,-0.731558387,0.234244104,-0.972245895,0.251720391,15.95,0
278982,168568.0,1.95694648,-0.310638358,-1.276119997,0.337051777,-0.047479863,-0.659072879,-0.031063438,-0.104195297,0.366549043,0.367669298,0.580609394,0.226534139,-0.996804985,0.785931494,0.17844901,0.421036469,-0.801430314,0.414740032,0.014852174,-0.191886056,0.188797423,0.488668744,0.043651959,-0.38081655,-0.070321363,0.391002822,-0.07417669,-0.07026142,42.98,0
20264,30910.0,1.102690518,-0.634440046,0.442766401,0.712671432,-0.884148618,0.052436834,-0.471765645,0.176123622,-0.80276847,0.871661178,0.84728482,0.152074081,-1.528957144,0.449639601,-0.781678403,-2.00950857,0.435705439,0.999470468,-0.924791063,-0.572769838,-0.380906895,-0.639788696,-0.001003179,0.148530685,0.419875233,-0.34166709,0.040885079,0.019497528,67.96,0
140277,83636.0,-0.958925714,0.577231886,1.217741018,-1.776467323,-0.963759316,-0.757380687,-0.46926794,-0.349924226,-1.600659185,-0.004215708,1.225212146,0.041169709,-0.257696816,0.315598936,-0.638582004,1.678850475,0.004446779,-0.973141115,0.221448359,-0.280146857,0.885131313,-0.257835751,0.190424613,0.491403274,-0.559569048,-0.725856918,0.058917531,0.060667955,20.0,0
30977,36161.0,-0.974330211,1.03504934,1.493623044,1.178803632,-0.533924875,-0.389136675,-0.001935717,0.598204108,-0.854517739,-0.023760169,1.2007744,0.569952092,-0.351819154,0.78079208,0.714269671,0.149803191,-0.165372359,0.729284456,0.828211497,0.188539561,0.122085445,0.185459949,0.054645875,0.510548496,-0.323041322,-0.409413461,0.279369381,0.111513048,36.0,0
191752,129400.0,1.953617569,-0.999585144,-0.849218473,0.534643312,-0.332574425,0.998626288,-0.853930163,0.334455813,0.108597098,0.966520935,-0.823841345,0.10313188,-1.157849608,-0.006981907,-1.759287513,-1.437536991,-0.254285174,1.365759531,0.004590164,-0.604663233,-0.873371466,-2.006001861,0.406304012,-0.3716471,-0.403983285,-1.098891304,0.054347686,-0.03089488,65.68,0
64329,51112.0,-9.848775832,7.365546486,-12.89853823,4.273323073,-7.611991011,-3.427045237,-8.350808153,6.863603922,-2.387567325,-6.065782363,2.707856405,-6.136034466,-0.545976096,-7.028980273,0.916068575,-4.092884494,-7.014621707,-2.530967259,0.554027499,0.832398066,0.931958309,-0.874467361,-0.192639469,-0.035426027,0.53866505,-0.263933517,1.134095094,0.225973164,99.99,1
12493,21882.0,-0.813827756,0.399771388,0.964451862,-2.092818235,0.254924975,0.87767257,-0.487785011,0.796602018,2.359121377,-2.174954693,0.390745076,-1.862039774,1.372060001,1.672893602,-0.495892101,0.234376178,-0.101572711,1.259172559,0.347603925,-0.258872976,-0.023511378,0.166841473,-0.259456789,-1.770703798,-0.141146852,-0.826897536,0.066965967,0.047236855,11.85,0
14726,25957.0,-1.339105503,0.545261848,1.847784074,-0.33830075,0.81864773,-1.246388002,0.316592086,-1.025747419,-0.161030793,-0.659024408,-0.410018905,-0.732158181,-1.178616656,-0.363333934,0.693666117,0.628068859,-0.196081436,-0.086601779,-0.684740119,-0.347420359,0.424105333,-1.16458455,-0.208089767,0.301532244,0.173448283,-0.003129189,-0.051375262,-0.180381211,1.98,0
269235,163600.0,0.082178151,0.971829179,-0.394743756,-0.511345443,0.930144659,-0.866459253,1.01811311,-0.136784331,-0.112259041,-0.854339788,-0.582768494,0.107714871,0.397804703,-1.089229484,-0.283004373,0.301533914,0.360135069,-0.271964982,-0.25203461,0.089032643,-0.321026415,-0.798184137,0.141549657,0.638406941,-0.405318133,0.107558434,0.217926941,0.087827188,17.99,0
195130,130913.0,1.829901091,-1.396792223,-0.168086079,-0.321842533,-1.374452407,0.174622231,-1.204844295,0.161342211,0.295969429,0.754298865,0.135981212,0.642266,0.356043038,-0.186265451,0.125345976,-0.721028644,-0.832793499,2.303601287,-0.656374316,-0.359784896,-0.192657931,-0.202672529,0.17585966,-0.545279945,-0.514546606,-0.410238895,0.056184838,-0.015395526,127.51,0
60975,49589.0,1.07004026,-0.253179154,0.157827705,0.719711874,0.072787377,0.90907676,-0.406403331,0.326057286,0.285298219,0.09906065,0.115307103,0.021399052,-0.672494367,0.474087472,1.003541673,0.745734109,-1.001820556,0.82369971,-0.145268265,-0.009739975,0.157085295,0.29799906,-0.289397752,-1.360376935,0.552228259,-0.204429121,0.034400716,0.015044612,81.0,0
166110,117872.0,-1.055271743,-0.153044282,0.644474891,-0.061837575,-0.208329671,-0.290226013,0.037275987,-0.942903684,0.863819282,-0.158528392,-1.379941627,-0.161846809,-0.113500916,-0.360381293,0.181312212,0.225752536,-0.490838303,0.35237129,0.160132935,-0.84679244,0.972196266,1.144885766,0.699080211,-0.046955395,-1.165642952,0.535347357,0.328681556,0.101349745,69.99,0
144061,85837.0,0.299643609,-2.920233163,-0.104306314,-0.836466435,-2.206625791,-0.76062374,-0.107088089,-0.387408847,-1.939114919,1.118055583,-0.363079157,-0.682877661,0.832549876,-0.212525564,0.715770371,-0.195150622,0.476537383,-0.135674611,-0.353835936,0.963024284,-0.072791807,-1.284746285,-0.341877471,0.361652728,-0.103093841,-0.547738736,-0.08149488,0.137835572,639.98,0
83944,60100.0,1.274449992,0.012310538,0.24697291,-0.082886221,-0.360613027,-0.574365678,-0.129552506,-0.087448942,-0.071526422,0.038096718,1.175162456,0.950784316,0.483978501,0.292177855,0.322483517,0.511994271,-0.703620934,0.227594686,0.335199188,-0.025737131,0.096153346,0.317752146,-0.128388202,0.101688144,0.431773246,1.116656136,-0.082662666,-0.011636086,2.75,0
189155,128282.0,2.004335652,-0.302289081,-1.065911525,0.338591477,-0.3381404,-0.917709621,-0.117395291,-0.012179748,0.687820803,0.314111021,0.618057115,-0.276245483,-2.768257448,1.02559075,-0.319949076,0.135931178,-0.295881401,-0.156089114,0.35069281,-0.399008534,-0.258064327,-0.770473606,0.378469453,-0.056827322,-0.446806744,0.187612938,-0.088934883,-0.075837457,0.89,0
75442,56072.0,-1.660808039,-0.035162346,1.49050613,-0.046021122,-0.427823614,-0.223847435,0.033755201,0.693937563,0.09465801,-0.926943054,0.342050236,1.244069776,-0.106243502,-0.117866124,-2.258228762,-0.011165688,-0.075585955,0.030860734,0.057978159,0.305386807,0.114135498,0.151852673,0.049966534,0.380290573,0.100292043,0.348194777,0.171414163,0.013078612,109.73,0
273086,165411.0,1.950488634,-0.295973294,-0.351652333,0.677291027,-0.677509205,-0.781695582,-0.31064896,-0.192127486,1.239426404,-0.23283095,-0.569232,1.277320915,1.029545528,-0.379829753,-0.272811432,-0.564632325,-0.116425646,-0.364740646,-0.242097637,-0.182493479,0.23973231,1.085059921,0.067561259,0.428992841,0.097329054,-0.135895583,0.038748421,-0.039861949,11.99,0
263080,160791.0,2.132386021,0.70560782,-3.530758736,0.514779311,1.527174698,-1.716268269,1.13279093,-0.574214355,0.128903891,-1.000805052,-0.191190537,-0.32379419,-0.572455951,-1.422063853,0.314684199,-0.387162054,1.734741604,0.610975988,-0.221267208,-0.211167179,0.163739122,0.70391044,-0.245076157,0.460049174,0.920280993,-0.216585742,-0.026218564,-0.025001296,1.0,1
67474,52553.0,-0.338368057,0.985270294,1.040607968,-0.040120319,0.211146619,-0.718055821,0.618712648,0.025099173,-0.190788329,-0.479769679,-0.879791232,-0.840003551,-0.88620918,-0.240409451,1.055531568,0.59093421,-0.123612515,0.174660223,0.11776713,0.081703529,-0.305640838,-0.880782972,-0.048706335,-0.235086669,-0.122404541,0.108724486,0.234616064,0.09159777,8.43,0
93548,64482.0,1.180508423,0.006981376,-0.095776312,1.025347923,0.362284085,0.782071718,-0.119998241,0.266230625,0.28140048,0.073824585,-0.073864116,0.232536586,-1.141576696,0.420524228,-0.584274832,-0.13233702,-0.345833206,0.03841026,0.365258998,-0.19072066,-0.132674444,-0.256574916,-0.215973089,-1.17116048,0.745900055,-0.254732865,0.025023096,-0.006502512,20.04,0
143508,85403.0,1.335941154,-1.049333139,0.165139604,-1.358788174,-1.356484027,-1.021772438,-0.533011796,-0.251134562,-2.45594654,1.5663741,1.565754416,0.116952629,0.612177715,0.075751745,-0.379505072,-0.439652467,0.430556516,-0.168911061,0.221007873,-0.162247386,-0.451054933,-1.164774554,0.152711377,0.472946618,0.16152691,-0.56716477,-0.006203066,0.024881644,89.0,0
145800,87202.0,-0.419820174,-1.155978008,-2.092515502,2.78675033,0.736296592,-0.167291966,1.600027463,-0.117426851,-0.796953814,-0.133950251,1.033032012,-0.284367998,-1.20827981,-0.429211904,0.24894536,-0.92892153,1.679985519,1.315338866,2.226160656,1.275358027,0.480639718,0.533516931,1.284645406,0.51613127,-0.6029411,-0.30502369,-0.021363145,0.129096386,451.27,1
148381,89792.0,1.966825591,-0.304963472,-0.196222445,0.510318305,-0.66019261,-0.500723736,-0.508894674,-0.125727068,1.237513159,-0.2186001,-0.677319495,1.315485036,1.632558957,-0.495066935,0.354153337,-0.057470704,-0.527643383,-0.080094973,-0.316259048,-0.130545044,0.21743929,0.967147505,0.107656602,0.053804916,-0.060694602,-0.215190952,0.054879939,-0.033529619,9.99,0
240427,150599.0,1.292596136,-1.447253266,-3.528283023,0.036752401,0.929918894,-0.464519051,1.425801054,-0.476911091,-0.018281412,-0.000383253,-0.110819581,0.15376992,-0.810272395,1.257223184,-0.53676672,-0.400814038,-0.644092839,0.449281014,0.744571801,0.711526285,0.530701702,0.589335247,-0.708283542,-0.197852679,0.682864959,0.423446686,-0.205655289,-0.024737992,469.0,0
104860,69259.0,1.113530842,0.222930344,0.544386724,1.47654863,-0.25997353,-0.352015715,0.145841141,-0.083542973,0.155390652,-0.153576255,-0.118018244,1.030807916,0.550933862,-0.057686929,-0.197673226,-0.851553862,0.341142547,-1.172860396,-0.500768894,-0.124044147,-0.062786212,0.057383033,-0.044122778,0.429211229,0.638775168,-0.336482899,0.04242063,0.023382866,23.19,0
185027,126491.0,0.044620121,1.221744472,-1.423632831,-0.49354465,1.151839613,-0.279237905,0.673249358,0.256855314,-0.625153736,-1.100125812,0.047750427,0.797690964,1.460998328,-0.740183354,-0.089941564,0.738269508,-0.139957336,1.567228784,0.585912148,-0.053798136,0.326125024,0.953921648,-0.295238963,-1.426444295,-0.138107845,-0.09272725,-0.003928858,0.021018706,24.0,0
125342,77627.0,-7.139060068,2.773081604,-6.757845069,4.446455974,-5.464428185,-1.713401451,-6.485365409,3.409394799,-3.053492714,-6.260705515,2.394167666,-6.16353738,0.602850521,-5.606346429,0.206621734,-6.52508104,-11.40836754,-4.693977736,2.431274492,-0.616949301,1.303250309,-0.016118152,-0.876669888,0.382229801,-1.054623888,-0.614606037,-0.766848112,0.409423944,106.9,1
186371,127074.0,-0.161051408,0.796616737,-2.417931887,-1.609658399,4.044261615,2.741372856,1.122058582,0.405338831,-0.385896214,-0.41561841,0.090785969,-0.438738353,-0.615796095,-0.721780046,-0.276978949,-0.473447887,0.502072574,-0.241442554,-0.354269151,0.062997212,0.095192234,0.587719005,-0.252895674,0.683468648,-0.474912204,0.535761648,0.142655497,0.057620173,10.0,0
281324,170100.0,-0.381778349,1.234325132,-0.758634461,-0.576817117,0.688594548,-0.814611837,0.723866232,0.182570868,0.255735493,-0.520244454,-0.84896749,-0.479588373,-0.805604911,-0.804339524,-0.084899169,0.344508861,0.515165182,-0.194274998,-0.313690548,0.054289749,-0.386515237,-0.899945842,0.12543824,0.473394789,-0.41348491,0.100398426,0.04316481,-0.152234093,8.99,0
22468,32262.0,0.004152533,-2.27599243,0.503100639,0.652461913,-1.343393417,1.098360688,-0.205512797,0.372749532,0.884394163,-0.551307328,1.254325129,1.150598947,-0.595599287,-0.068181153,-0.411606801,-0.377726212,0.484392876,-0.867433401,-0.211954649,0.958075243,0.204412302,-0.406450196,-0.353345079,-0.203286051,-0.259853548,0.895350533,-0.110308071,0.09348338,562.44,0
123095,76807.0,-0.809631445,1.410034909,1.062584492,-0.007382463,-0.21353717,-0.86251735,0.347903325,-0.768582749,0.070292633,-0.09447543,-0.43131937,-0.74137002,-1.282177602,-0.198987006,1.042897363,0.432837111,0.14165656,0.027651555,-0.128230466,-0.014495052,0.452454896,-1.084267121,0.123920412,0.278447534,-0.137221704,0.08743905,0.379850299,0.162407869,5.99,0
223578,143438.0,-5.256433834,0.364541283,-5.412085016,2.400031491,0.697301199,-1.998755028,-5.835532442,-0.887739383,-2.828286641,-4.614507733,2.710696679,-3.158155698,1.083609148,-3.415151948,-1.053870032,-3.751030733,-9.261640987,-2.955165222,0.606570797,-0.40368491,-0.648259077,0.511284975,-1.110044523,0.178986971,0.220235348,-0.69980855,0.580486717,-0.17362987,8.9,1
260536,159602.0,-2.523620118,2.101952955,-1.406661798,0.248674775,-0.037959051,-0.617424292,0.159638083,1.383030863,-1.375801883,-0.927782928,-0.356390611,1.001869887,-0.337258916,1.770710255,-1.662392433,0.019265108,0.07986165,0.242088494,0.112704294,-0.839737778,0.317444561,0.436395605,-0.23262808,-0.385953978,0.706939551,-0.512105496,-0.82552203,-0.336396538,19.58,0
42696,41203.0,-8.426814465,6.241658913,-9.946469745,8.199613932,-8.213093368,-2.522046051,-11.64302827,5.339500098,-7.051015828,-12.26532384,7.04773274,-13.74295284,0.821627223,-14.10746426,1.02047094,-11.84788719,-21.67398671,-7.784042475,3.204309217,0.563869353,2.427460374,0.692666548,0.020305167,0.499809093,0.467593622,0.48316197,1.19567087,0.19829435,88.23,1
141749,84479.0,-1.01606863,0.005260181,1.986206345,-2.229328498,0.558583063,-0.038150417,-0.041695497,0.245245053,0.814118551,-1.730211028,0.198291003,1.425136318,1.209887388,-0.412361329,-0.12271254,0.219903871,-1.145609235,0.997176727,0.662199943,0.111626826,0.062515389,0.22192836,-0.458082505,-0.804735337,0.709657815,-0.739751295,0.094505754,0.064829829,1.0,0
149522,91407.0,-3.951208507,2.881805182,-6.421490295,2.434181424,-1.327324538,-2.122105987,-3.22753333,-0.685560476,0.775985125,-4.723091746,4.921657447,-8.752770087,1.520197742,-8.552022732,0.351975958,-4.534029753,-6.465408634,-1.890309979,0.174840186,-0.669351429,1.410478565,0.279402821,0.570821171,0.656271015,-0.298600549,-0.407571359,-1.37870253,1.379130292,52.69,1
113515,73096.0,-3.869172851,-2.875947869,0.98069711,0.346850718,2.730353507,-1.390638979,-1.016797456,0.162957938,-0.111300816,0.074088696,1.787558906,1.244798554,0.337215863,0.291620763,0.472563262,0.183942162,-0.419634019,-0.97979984,-1.040843696,-0.576025486,-0.226407572,-0.455836749,-1.353589341,-0.138710578,-0.969066403,-0.16556118,-0.027114734,-1.060261796,0.89,0
209431,137556.0,1.99318816,0.03804867,-2.040171766,1.062186074,0.942500702,-0.22684325,0.55650388,-0.209104702,0.025448275,0.41608194,-0.211944872,0.615854851,-0.272795923,0.698425793,-1.127519647,-0.233432182,-0.743918859,0.19082866,0.443508461,-0.196099066,0.053108426,0.27052749,-0.169689763,-1.092327533,0.549114647,-0.446366995,-0.026897105,-0.077017078,42.2,0
260048,159381.0,0.015924374,0.788494164,0.173314391,-0.772280436,0.603237132,-0.614757901,0.909434799,-0.036423322,-0.271045787,-0.242519246,0.471993577,0.675967334,-0.100382483,0.306654873,-1.070986038,0.201044158,-0.771083941,-0.137025627,0.325653628,-0.013399775,-0.228304103,-0.524906029,0.028422575,-0.345646965,-0.477798002,0.140798135,0.240947393,0.084147005,7.14,0
42856,41273.0,-11.68221489,6.332882093,-13.29710925,7.690771915,-10.88989052,-2.792360038,-12.56178258,7.28712221,-7.570322409,-12.83573768,5.804707852,-12.15623949,1.184984663,-10.46867709,-0.416743197,-10.99979235,-22.60886819,-9.498745921,2.102735407,-1.009319938,2.133456284,-1.271508967,-0.035303887,0.615053695,0.349023768,-0.428922797,-0.694935387,-0.818970429,173.07,1
133438,80388.0,0.889093502,-0.450901627,-0.322621324,0.184996038,-0.429772608,-1.145007693,0.597703733,-0.316481227,-0.447519431,-0.004071538,1.649809649,0.937158164,-0.04469972,0.726739275,0.064654901,0.068272794,-0.330235009,-0.226971283,0.269142903,0.325012396,0.135307402,-0.063413985,-0.24487307,0.628567773,0.422345988,1.019737569,-0.15373222,0.016735383,201.9,0
154198,100911.0,2.068303725,-1.09586567,0.228437605,-0.533252976,-1.555879038,-0.448515386,-1.475732954,-0.057364054,1.748455327,0.306843123,0.148735294,-3.011503076,1.781439627,0.761571025,-0.202218427,1.429692284,0.786072535,-0.779146727,0.061544716,-0.026157187,0.122557168,0.611391345,0.261463361,-0.065549752,-0.503328486,-0.273992912,0.010234944,-0.036790543,39.0,0
104197,68955.0,1.0938288,0.209397817,0.299267998,1.276234984,-0.322382761,-0.980795569,0.39247187,-0.214523758,-0.115957944,0.007889715,-0.350537151,0.068194301,-0.459230255,0.564110003,0.885444209,0.18450298,-0.381769197,-0.635907189,-0.164891683,-0.030959398,-0.435138108,-1.491361697,0.169384391,0.289738118,0.208306365,-0.842389901,-0.005477828,0.040890899,76.4,0
222788,143116.0,-0.41112896,1.177411113,1.122847989,2.689400705,1.495561995,-0.545520456,1.271091779,-0.330041626,-1.776937624,1.00121992,-1.310371917,-1.010273482,-0.432189746,0.205533233,-0.715940818,0.804118472,-1.101605084,-0.041859318,-1.879327172,-0.096945371,0.299532455,0.869455369,-0.26615957,0.026760093,-0.20481117,0.024632333,-0.050773886,-0.041731364,3.79,0
211285,138347.0,0.106833597,0.709228464,-1.684437685,-1.546598125,3.124985187,3.211966033,0.364886895,0.919753097,-0.161574121,-0.804701437,0.137258781,-0.157090095,-0.428243952,-0.751628351,0.155850976,0.215740282,0.352039729,-0.374280671,-0.399881069,0.055020171,-0.332685791,-0.906954093,0.119747263,0.592532162,-0.422221602,0.164070602,0.244131733,0.071499702,5.05,0
6446,7672.0,0.7027099,2.426432806,-5.234513296,4.416661243,-2.170806216,-2.667553561,-3.878088455,0.911337122,-0.166199039,-5.009248502,4.675729419,-8.167188052,0.638559282,-6.763334391,1.296860256,-3.81175841,-3.754128066,-1.049177402,1.554197263,0.422743129,0.551179689,-0.009802357,0.72169823,0.473245751,-1.959303771,0.31947554,0.600484916,0.129305225,1.0,1
199846,133160.0,-1.953474942,-1.647678288,0.426423708,-0.625036532,1.928135546,-0.467993637,0.532417879,0.149009066,-0.189590966,-1.018304169,0.268535398,1.126236804,0.608690354,0.117031369,-1.26499196,-0.267033972,-0.584226949,0.14777142,0.608962818,0.905954222,0.202647402,-0.200638061,0.587458066,0.221641788,0.297544415,-0.118287307,-0.054507361,0.16588082,238.32,0
12108,21046.0,-16.91746827,9.669900173,-23.73644341,11.82499023,-9.830548229,-2.514828873,-17.29065667,1.820407867,-6.264903488,-12.91663611,9.567110295,-13.71706738,0.899540706,-13.27296506,-0.402260044,-7.754094059,-11.64460321,-4.74130271,0.584625973,0.996745095,-2.336110956,0.972754726,1.241865812,-1.051086248,0.03800908,0.672317065,2.108470852,-1.421243253,1.0,1
227703,145184.0,0.551506529,-3.467844867,-3.905288172,-0.356968829,-0.231174322,-0.730025942,1.606223652,-0.758772469,-1.022804751,0.516077966,-1.419943872,-1.269631908,-0.516983705,0.740874914,-0.204680552,0.385361086,0.399442647,-1.312402079,0.662868318,1.81889632,0.986604794,0.761800904,-1.084695063,0.15558206,0.497380851,0.216000721,-0.278410774,0.066709249,941.58,0
168142,119084.0,2.0210218,-0.083091759,-1.051615032,0.47092495,-0.060598239,-0.28963729,-0.519022841,-0.016260621,1.257381792,-0.649175942,-0.772189084,0.324872878,0.669206589,-1.493621856,0.80379407,0.610260556,0.221689011,0.909159741,-0.384247341,-0.122989023,0.188584507,0.800213773,0.04998773,0.415754765,0.048893864,-0.157172837,0.050997585,-0.007437213,2.49,0
